longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,,median_house_value
-117.94,33.65,20,5476,1073,2327,963,5.6637,<1H OCEAN,241645.01,,222100
-122.28,37.5,33,6499,998,2694,957,7.4787,NEAR OCEAN,437352.13,,431300
-121.96,37.81,12,6488,778,2404,765,8.3188,<1H OCEAN,407652,,403400
-122.43,37.8,52,2802,622,954,572,4.5399,NEAR BAY,479314.72,,500001
-119.77,36.79,34,2679,460,1141,470,3.2642,INLAND,85102,,89600
-122.41,40.58,35,2072,385,1029,375,2.8512,INLAND,89313,,75600
-118.14,34.03,44,2003,390,1291,392,4.0625,<1H OCEAN,198213,,201100
-119.45,36.35,22,1824,333,1076,282,2.3365,INLAND,72336,,69600
-118.46,34,36,1392,260,679,247,4.7344,<1H OCEAN,353067.09,,346900
-122.24,40.45,27,1804,321,782,300,3.5978,INLAND,89238,,80600
-117.25,32.78,21,1479,484,658,384,2.45,NEAR OCEAN,314628.04,,350000
-121.29,38.14,34,1500,337,674,282,2.515,INLAND,112066,,110800
-118.84,34.16,18,6075,1056,2571,1018,5.22,<1H OCEAN,389352.13,,399400
-120.47,37.29,16,749,222,1277,224,1.2054,INLAND,68286,,60900
-122.8,38.37,26,1634,315,909,317,4.1731,<1H OCEAN,236120,,257200
-117.08,32.62,28,2468,506,1353,522,3.0771,NEAR OCEAN,149108,,158600
-119.71,34.41,18,1225,317,694,306,3.6823,NEAR OCEAN,258630.01,,255000
-117.96,34.04,35,1141,212,924,212,3.1591,<1H OCEAN,158095,,148300
-122.06,37.99,16,2445,469,721,474,2.8043,NEAR BAY,121802.01,,87500
-121.25,38.14,16,1174,242,464,261,2.3,INLAND,122245,,133300
-121.26,37.88,42,465,93,256,93,3.1719,INLAND,150076,,158300
-122.28,40.5,21,2405,476,1197,412,2.6488,INLAND,84733,,83100
-117.98,33.84,31,1252,225,714,226,4.6042,<1H OCEAN,218223,,220700
-122.09,37.37,34,2165,355,776,339,5.2971,NEAR BAY,412507,,442100
-118.08,33.93,34,1558,375,1179,337,3.2188,<1H OCEAN,169984,,165100
-121.84,37.25,25,5939,989,3275,954,5.6488,<1H OCEAN,246191.02,,234600
-115.56,32.78,29,1568,283,848,245,3.1597,INLAND,86087,,76200
-117.37,33.7,8,4345,865,2425,785,3.2481,<1H OCEAN,153885,,123800
-119.78,34.48,21,2377,322,1007,328,7.9248,NEAR OCEAN,468216.72,,500001
-118.58,34.2,37,1389,252,826,249,5.015,<1H OCEAN,221156,,220900
-119.22,34.26,16,2596,625,1403,562,3.4018,NEAR OCEAN,168756,,145200
-122.09,37.39,34,1508,483,774,443,2.7279,NEAR BAY,338057,,365600
-118.37,34.05,48,1266,234,539,222,4.005,<1H OCEAN,295224.01,,275000
-119.24,36.33,9,3289,621,1866,631,3.1599,INLAND,92063,,95000
-117.68,34.15,4,4082,578,1996,580,6.7813,INLAND,283740,,286300
-117.78,34.11,23,7079,1381,3205,1327,3.0735,INLAND,181913,,212300
-119.65,36.34,46,1730,337,752,323,1.8529,INLAND,66428,,67200
-118.15,34.07,40,1072,204,940,200,3.125,<1H OCEAN,215321,,242700
-121.75,36.91,52,1211,447,1102,392,1.6875,<1H OCEAN,162652,,161400
-121.65,36.77,15,2191,358,1150,330,4.7969,<1H OCEAN,224592,,227500
-117.75,33.61,17,2499,566,781,522,3.1779,<1H OCEAN,196805.01,,186500
-117.41,33.94,22,4179,1081,2096,1013,2.4435,INLAND,111790,,118500
-117.88,33.85,25,1234,351,507,285,2.3173,<1H OCEAN,226545.03,,225000
-117.09,32.91,9,2012,316,802,289,6.5706,<1H OCEAN,258111.01,,255700
-119.18,35.5,36,1253,259,932,249,2.1635,INLAND,91783,,110400
-118.08,34.1,36,2679,548,1605,533,3.5313,<1H OCEAN,211691,,213200
-118.15,34.2,37,1997,361,1037,363,3.7932,INLAND,203698,,210300
-122.49,37.78,46,3304,792,1783,777,3.6148,NEAR BAY,329677,,352200
-119.79,36.32,19,3252,614,1971,607,3.0667,INLAND,87065,,75800
-117.66,34.09,23,1426,313,954,319,3.0357,INLAND,150586,,151500
-122.29,37.81,50,760,190,377,122,0.9011,NEAR BAY,96578,,86100
-118.27,33.79,26,2109,651,2120,605,2.1447,<1H OCEAN,147683,,158700
-118.37,34.03,43,1350,287,811,307,3.3636,<1H OCEAN,176167,,140900
-117.96,33.83,29,1194,176,474,170,6.1001,<1H OCEAN,282307,,298900
-119.2,34.27,8,4942,1173,3012,1033,3.445,NEAR OCEAN,212367,,203400
-118.27,33.98,39,2062,588,1933,570,1.3801,<1H OCEAN,99779,,97000
-119.17,34.26,10,3654,541,1638,551,6.1885,NEAR OCEAN,302749.07,,267300
-118.5,34.52,3,6577,1056,3032,1004,5.9263,INLAND,232645,,251800
-122.27,40.46,14,2633,530,1324,513,2.2768,INLAND,82775,,78600
-117.89,33.71,24,4365,804,2663,753,4.5814,<1H OCEAN,236444.01,,233300
-121.82,37.37,42,2913,577,1873,580,3.7214,<1H OCEAN,181167,,167900
-117.71,33.54,15,2460,368,962,320,7.3878,<1H OCEAN,332181.07,,318300
-122.48,38.54,37,1898,359,973,340,4.2096,INLAND,226914.99,,256600
-117.94,34.09,21,2707,675,1742,626,2.1062,<1H OCEAN,178866,,176700
-117.15,32.74,26,3149,832,1320,808,3.0259,NEAR OCEAN,208183,,211700
-118.25,34.02,32,1375,448,1698,432,1.6302,<1H OCEAN,125862,,130700
-117.38,34.11,36,1497,264,894,275,3.3066,INLAND,97797,,96300
-117.38,34.13,23,1326,300,722,263,2.1856,INLAND,97717,,107800
-121.8,38.68,11,3851,892,1847,747,3.4331,INLAND,127921,,120600
-122.06,37.34,20,3435,593,1293,553,6.7578,<1H OCEAN,423429,,451400
-117.43,33.93,36,2386,396,1176,374,4.5122,INLAND,137100,,113300
-117.06,33.13,12,8742,2114,4854,1957,2.8015,<1H OCEAN,141557,,143500
-118.52,34.32,18,7498,976,3189,955,8.1248,<1H OCEAN,384657.01,,374000
-117.91,33.94,15,5799,842,2314,787,6.3433,<1H OCEAN,337506.02,,350500
-118.32,34.14,23,4574,1423,1624,995,4.0965,<1H OCEAN,454764.7,,500001
-118.49,34.13,24,4394,,1443,528,11.2979,<1H OCEAN,496464.94,,500001
-121.94,37.25,16,3942,749,1894,737,5.2894,<1H OCEAN,308368.01,,332800
-121.44,38.63,38,1673,399,1116,382,1.3302,INLAND,63139,,62200
-118.74,34.26,22,4337,673,2347,636,5.4091,<1H OCEAN,234960,,222400
-119.38,36.53,38,1281,,1423,293,1.9602,INLAND,53443,,51400
-117.95,33.93,37,2633,630,1904,630,2.6123,<1H OCEAN,166917,,161300
-119.69,36.82,17,1897,433,1207,384,1.8021,INLAND,57402,,55900
-121.1,39.08,13,1110,216,602,209,2.5887,INLAND,136522,,144400
-118.04,34.15,34,1523,311,676,295,3.3621,INLAND,298454,,377200
-118.26,33.77,36,886,253,809,219,2.4545,NEAR OCEAN,159955,,164200
-117.14,32.71,52,500,,480,108,1.8696,NEAR OCEAN,128342,,91100
-119.25,34.27,46,679,159,382,143,3.5,NEAR OCEAN,236971.01,,221200
-118.39,34.04,52,1492,277,666,289,4.7386,<1H OCEAN,351422.01,,340400
-118.11,34,24,2403,590,2103,547,2.7292,<1H OCEAN,184686,,193800
-121.38,38.64,19,4563,1069,2256,926,2.1472,INLAND,120798,,143400
-118.02,34.08,29,2741,667,2449,677,3.6944,INLAND,181909,,175200
-116.94,32.83,38,1701,317,872,304,3.7831,<1H OCEAN,154539,,147800
-121.75,36.91,32,1461,422,1494,416,2.8056,<1H OCEAN,183819.01,,173200
-118.16,33.78,15,4798,1374,3087,1212,2.127,NEAR OCEAN,159590,,163300
-119.77,36.73,44,1960,393,1286,381,2.1518,INLAND,55201,,53000
-119.46,36.61,13,1348,258,719,246,3.625,INLAND,109284,,108300
-118.5,34.19,35,2720,490,1158,445,5.0796,<1H OCEAN,235122,,228300
-118.34,33.95,25,3762,1281,4015,1178,2.1587,<1H OCEAN,150553,,143800
-116.91,33.71,19,6807,1164,2703,1055,3.1591,INLAND,162556,,189700
-117.12,32.7,14,819,237,827,237,1.3194,NEAR OCEAN,94812,,90500
-121.97,37.36,36,765,134,306,136,4.575,<1H OCEAN,253098,,247600
-122.82,38.53,27,1823,360,907,317,3.276,<1H OCEAN,175751,,172900
-119.06,36.1,21,1344,249,868,221,2.5893,INLAND,75905,,63600
-117.98,33.85,23,2089,377,1085,362,4.765,<1H OCEAN,188506,,181500
-121.43,37.75,30,1912,451,1065,388,2.1424,INLAND,112242,,125000
-116.98,33.93,40,2277,498,1391,453,1.9472,INLAND,72669,,73200
-121.55,39.51,48,827,198,396,161,0.8024,INLAND,61103,,58300
-118.17,33.77,45,2151,643,1047,579,3.1149,NEAR OCEAN,224584.02,,218800
-117.14,32.76,32,2587,681,1246,650,2.1727,NEAR OCEAN,152699.02,,145500
-118.13,34.07,32,1880,428,1404,424,3.085,<1H OCEAN,209323,,220500
-117.9,33.65,30,1634,373,771,364,3.4125,<1H OCEAN,273218.01,,284100
-118.25,33.86,26,3022,476,1852,452,6.0531,<1H OCEAN,209708,,186400
-119.05,34.21,27,4357,926,2110,876,3.0119,<1H OCEAN,219108,,218200
-121.89,37.66,3,1565,464,769,461,2.1187,INLAND,191622,,231300
-118.4,34.05,34,2113,459,859,432,3.6953,<1H OCEAN,447557.71,,500001
-118.4,33.99,39,1613,380,1113,356,2.825,<1H OCEAN,262008.01,,276700
-118.23,33.98,30,2562,959,3909,955,1.9929,<1H OCEAN,153203,,150600
-118.25,33.95,48,1766,424,1655,420,0.9751,<1H OCEAN,97338,,95500
-122.27,37.85,52,1974,426,875,363,1.5817,NEAR BAY,146328,,153600
-121.45,38.48,28,2780,510,1638,533,2.9571,INLAND,107517,,103100
-121.36,38.64,24,6540,1008,2667,1031,5.5632,INLAND,189936,,175200
-118.21,34.06,30,511,153,1152,149,2.3611,<1H OCEAN,147597,,156800
-122.75,38.5,16,4196,638,1713,615,5.449,<1H OCEAN,270588,,252100
-122.27,37.51,36,1406,224,598,237,5.8964,NEAR OCEAN,399614.05,,414800
-122.12,37.68,40,1553,253,724,267,4.38,NEAR BAY,202040,,196400
-121.45,38.56,52,3420,555,1301,530,4.0417,INLAND,169417,,173800
-121.55,38.51,14,5490,851,2415,837,6.5253,INLAND,236270,,216800
-117.87,33.6,35,1598,398,782,411,5.1155,<1H OCEAN,425433.05,,500000
-118.05,33.72,17,1875,472,900,406,5.2589,<1H OCEAN,243570.04,,226100
-118.48,34.02,25,1583,460,983,422,2.7019,<1H OCEAN,292619.01,,293800
-119.67,36.8,9,3712,508,1632,474,6.011,INLAND,183017,,163100
-118.09,33.79,31,4231,617,1694,623,6.6312,<1H OCEAN,348434.02,,360100
-118.35,34.07,46,1651,410,512,397,4.0179,<1H OCEAN,344982.01,,350000
-118.2,34.05,40,1082,318,1085,273,1.7054,<1H OCEAN,119552,,117200
-121.01,37.69,20,3275,760,1538,705,2.48,INLAND,131687,,135600
-117.25,34.04,18,5761,1063,2763,1058,4.4472,INLAND,152792,,161100
-122.22,37.78,50,1920,530,1525,477,1.4886,NEAR BAY,124144,,128800
-118.46,33.97,19,2461,521,777,447,10,<1H OCEAN,481216.79,,500001
-117.28,34.17,26,3728,888,1765,727,1.7456,INLAND,81211,,86800
-120.47,34.65,31,1438,320,816,270,2.4583,NEAR OCEAN,154983,,128100
-121.87,37.26,24,2383,343,1146,341,5.6223,<1H OCEAN,262710.01,,265700
-122.26,38.29,10,969,160,482,180,6.5799,NEAR BAY,255953.01,,218100
-122,38.35,24,745,116,300,115,3.6176,INLAND,153887,,158500
-118.27,34.05,24,323,214,751,189,1.8304,<1H OCEAN,204940,,225000
-118.21,33.96,39,2265,628,2323,599,2.1522,<1H OCEAN,153734,,155300
-118.05,33.78,18,3414,434,1272,454,8.7015,<1H OCEAN,398295.04,,390900
-121.89,37.25,21,2080,352,1040,325,5.2887,<1H OCEAN,262901,,264500
-118.09,33.76,26,1625,440,533,414,1.808,<1H OCEAN,100642,,58500
-119.56,36.09,35,1648,285,792,265,3.2847,INLAND,75197,,64700
-118.13,33.79,20,6678,1797,3625,1599,3.7716,NEAR OCEAN,247322.02,,242900
-122.02,37.87,14,3056,369,1209,377,8.4352,NEAR BAY,426663.07,,441400
-122.26,37.82,31,4596,1331,2048,1180,2.8345,NEAR BAY,193240,,183800
-121.98,37.31,32,2248,460,1191,419,5.606,<1H OCEAN,294472.01,,288900
-117.34,34.13,29,1494,286,991,280,2.125,INLAND,75704,,70600
-117.01,32.81,26,4499,645,1866,626,5.516,<1H OCEAN,207437,,185100
-117.82,33.78,28,4485,667,2048,685,5.4562,<1H OCEAN,261528,,274700
-122.57,40.61,27,1540,315,883,321,2.8036,INLAND,91268,,93400
-118.18,33.95,39,2121,579,1991,528,2.9094,<1H OCEAN,154023,,152200
-117.39,33.95,35,1599,284,721,287,4.125,INLAND,128405,,120700
-117.35,34.15,32,2699,552,2086,551,2.2974,INLAND,84140,,84500
-117.84,33.73,20,2572,732,1534,669,2.4211,<1H OCEAN,166330,,175000
-119.54,36.52,16,2703,415,1106,372,4.2045,INLAND,122615,,120900
-122.31,37.54,45,1222,220,492,205,5.539,NEAR OCEAN,379902,,396900
-122.4,37.81,12,1349,349,536,334,7.7852,NEAR BAY,296046,,250000
-118.33,34.01,47,1320,259,653,291,3.7727,<1H OCEAN,206286,,193000
-116.92,32.79,24,4055,742,2123,744,4.5224,<1H OCEAN,165734,,142000
-117.13,33.13,17,3164,652,1123,699,2.082,<1H OCEAN,103112,,80000
-118.25,34.13,52,322,88,229,89,2.125,<1H OCEAN,235808,,243800
-121.03,39.37,15,1337,326,1172,306,2.6341,INLAND,90434,,85000
-121.29,37.95,52,288,86,272,54,0.696,INLAND,70113,,42500
-117.88,33.88,15,957,360,615,370,3.0263,<1H OCEAN,172188,,162500
-118.38,34.19,42,1308,289,950,302,2.7379,<1H OCEAN,190185,,181500
-122.09,37.66,40,1340,313,766,271,3.4722,NEAR BAY,147274,,135400
-122.05,39.6,34,2051,342,958,322,2.8466,INLAND,93270,,95300
-117.2,32.77,30,156,45,77,40,3.2679,NEAR OCEAN,178020,,137500
-122.03,37.97,20,3968,931,2629,903,2.9915,NEAR BAY,154394,,166700
-117.24,32.85,18,3117,475,904,368,6.7587,NEAR OCEAN,395986.1,,388500
-118.53,34.09,37,5477,833,1925,757,8.1888,<1H OCEAN,495550.82,,500001
-122.29,37.88,50,1211,261,523,227,3.8672,NEAR BAY,205707,,216700
-122.02,37.98,37,1474,343,782,331,3.4187,NEAR BAY,160930,,161700
-122.26,37.48,34,4453,682,1805,672,5.6038,NEAR OCEAN,403025,,451300
-122.33,40.52,23,2801,507,1318,454,3.5081,INLAND,111261,,116700
-119.06,34.23,29,3511,632,2591,596,3.0219,<1H OCEAN,217023,,221700
-121.92,37.96,14,5332,884,2093,839,5.2798,INLAND,224926,,237400
-118.88,34.2,23,4862,597,1938,594,7.3409,<1H OCEAN,344062.06,,316000
-122.4,40.58,40,3895,929,1782,910,1.3329,INLAND,77052,,78200
-122.3,38.32,20,2063,486,1045,460,2.5035,NEAR BAY,156956,,153200
-120.1,39.37,10,2325,410,1016,373,4.5208,INLAND,123652,,117300
-119,36.07,20,1042,183,509,175,2.9815,INLAND,78451,,73000
-117.17,32.77,6,3856,875,1547,816,4.5481,NEAR OCEAN,178810.02,,164800
-122.04,38.25,32,1203,287,571,255,3.0938,INLAND,112769,,110400
-121.84,39.73,52,502,100,311,100,1.5481,INLAND,149096,,200000
-121.23,37.95,36,811,168,514,152,2.625,INLAND,89823,,89200
-116.27,34.13,37,452,109,184,59,3.7292,INLAND,89645,,65800
-118.01,34.1,27,2424,542,1713,557,3.8085,INLAND,185872,,181400
-120.4,37.92,22,1022,194,517,198,3.625,INLAND,109967,,99400
-118.35,34.1,18,7432,2793,3596,2270,2.8036,<1H OCEAN,230822.02,,225000
-117.32,33.25,7,2499,420,1314,398,4.85,<1H OCEAN,205317.01,,186900
-116.9,32.77,8,3600,492,1421,482,6.2609,<1H OCEAN,296294.01,,307100
-117.08,32.71,27,2204,598,1656,521,1.4821,NEAR OCEAN,91205,,86200
-118.36,33.97,18,1284,283,990,289,4.0179,<1H OCEAN,211584.01,,195800
-117.41,34,26,2372,621,1647,612,1.4719,INLAND,86889,,88600
-117.33,34.06,42,530,123,390,124,1.0469,INLAND,83813,,67000
-122.15,37.74,49,1325,277,764,282,3.3125,NEAR BAY,136390,,118000
-122.07,37.39,19,1465,342,646,345,4.712,NEAR BAY,294415,,289300
-121.51,38.55,46,1485,278,531,291,2.7885,INLAND,125572,,137200
-117.15,34.05,9,1442,219,633,230,5.0227,INLAND,148064,,162300
-121.45,38.51,29,4221,901,2294,850,2.2245,INLAND,81602,,75900
-122.05,36.87,18,2232,440,1091,458,3.8269,NEAR OCEAN,265822,,276000
-121.83,37.23,22,5507,841,2785,848,6.0889,<1H OCEAN,275389.04,,245200
-118.36,33.95,42,2532,627,2038,591,2.875,<1H OCEAN,176841,,177500
-117.18,33.16,15,5923,1206,3943,1006,3.1793,<1H OCEAN,170157,,159900
-117.58,34.09,27,754,200,746,185,1.9531,INLAND,98569,,100800
-121.9,38.04,36,1489,331,838,259,1.2024,INLAND,80286,,90200
-117.46,34.14,10,714,131,381,119,0.8926,INLAND,103856,,116100
-118.43,33.98,19,8324,1590,2927,1538,7.5426,<1H OCEAN,366748.08,,351700
-122.14,39.65,33,419,77,190,67,3.6429,INLAND,94000,,87500
-122.13,39.74,20,1401,280,668,250,2.2569,INLAND,89524,,94300
-121.83,37.3,17,1299,211,825,217,4.5,<1H OCEAN,226690,,235800
-118.1,33.99,31,965,217,599,206,2.7202,<1H OCEAN,182744,,190300
-122.46,37.7,37,1028,275,904,261,3.5035,NEAR OCEAN,232537,,238600
-118.28,34.24,29,3390,580,1543,576,5.6184,<1H OCEAN,316639.01,,316900
-121.93,37.89,13,2085,292,852,264,7.3445,INLAND,321043,,366700
-118.5,34.03,52,1711,245,671,242,7.7572,<1H OCEAN,483967.82,,500001
-121.29,38.12,18,1534,275,741,263,3.9607,INLAND,132561,,132500
-117.22,32.85,26,1647,261,694,259,4.6875,NEAR OCEAN,272067.01,,274400
-122.47,37.77,52,3143,635,1350,623,3.8571,NEAR BAY,394292.15,,366700
-118.38,34.07,16,4814,1381,1897,1209,3.3725,<1H OCEAN,368020.07,,375000
-117.91,34.08,35,1443,266,861,262,3.5795,<1H OCEAN,184820,,186900
-118.32,34.1,52,786,270,756,273,2.2311,<1H OCEAN,220486.01,,206300
-121.36,38.01,16,2178,667,1192,579,2.3339,INLAND,94235,,87100
-118.12,33.99,27,2316,559,2012,544,2.8155,<1H OCEAN,180100.01,,176800
-118.14,33.91,34,1766,410,974,404,3.0703,<1H OCEAN,181824,,180800
-122.2,37.79,35,1802,459,1009,390,2.3036,NEAR BAY,129398,,126000
-118.13,34.19,42,2203,412,1012,377,4.0714,INLAND,236191,,234000
-118.9,35.41,6,4656,971,2320,935,3.0938,INLAND,104754,,100800
-114.61,34.83,31,2478,464,1346,479,3.212,INLAND,73819,,70400
-118.14,33.78,44,2101,496,1038,500,3.108,NEAR OCEAN,217630,,217900
-121.12,35.58,16,4109,798,1298,626,3.4799,NEAR OCEAN,281477,,320800
-117.65,34.04,15,3393,,2039,611,3.9336,INLAND,144380,,151000
-121.84,37.37,28,1579,339,1252,353,4.1615,<1H OCEAN,218407,,214800
-118.27,33.79,39,1513,365,1227,354,3.3929,<1H OCEAN,183089,,184600
-120.56,38.48,14,3545,702,946,411,3.4609,INLAND,121200,,120900
-121.39,39.61,22,2828,610,986,391,2.8871,INLAND,95714,,94700
-116.92,32.76,7,1659,237,862,242,5.2741,<1H OCEAN,235501.01,,249400
-121.29,37.96,52,888,324,630,258,1.2411,INLAND,96163,,112500
-118.03,33.78,25,3554,528,1600,537,6.6453,<1H OCEAN,276077.01,,270100
-117.83,33.68,4,3226,838,1666,800,4.1652,<1H OCEAN,200525,,184500
-121.79,36.64,11,32627,6445,28566,6082,2.3087,<1H OCEAN,139463,,118800
-118.43,34.02,42,1528,244,634,242,8.1631,<1H OCEAN,500001,,500001
-121.9,36.97,21,3707,751,1420,608,4.4485,NEAR OCEAN,287477.01,,295200
-121.95,37.33,31,1866,465,821,447,2.3547,<1H OCEAN,253258,,275900
-121.91,37.42,19,1684,387,1224,376,4.1389,<1H OCEAN,197697,,174100
-117.07,33.12,21,4578,927,2818,900,3.1458,<1H OCEAN,179740,,187700
-118.09,33.77,27,2301,640,847,627,1.7208,<1H OCEAN,94872,,67500
-118.32,33.82,22,2508,402,1254,395,7.0935,<1H OCEAN,358399.01,,379500
-118.12,34.04,34,2103,427,1355,434,4.5795,<1H OCEAN,238364.01,,235300
-118.22,33.89,37,797,190,485,166,2.7434,<1H OCEAN,112828,,95200
-121.86,36.63,37,338,109,231,100,2.5313,<1H OCEAN,148915.01,,108300
-122.43,37.74,52,2229,498,1079,472,5.0196,NEAR BAY,334514.04,,324300
-119.19,36.06,29,1815,376,1421,339,1.9091,INLAND,64611,,71300
-117.93,33.65,26,5831,1546,4738,1477,3.1483,<1H OCEAN,201201,,213000
-121.09,37.61,42,1787,296,921,287,3.8864,INLAND,159604,,171400
-122.07,37.67,27,3239,671,1469,616,3.2465,NEAR BAY,216276,,230600
-121.18,37.79,16,1326,286,509,297,1.9464,INLAND,110932,,112500
-120.61,35.11,11,3733,831,1839,739,3.3062,<1H OCEAN,177215,,158500
-117.69,34.05,10,1875,366,1055,363,4.3264,INLAND,133596,,128900
-117.14,33.39,17,2889,587,1931,510,3.8547,<1H OCEAN,201919,,208300
-122.95,40.67,17,1498,331,574,242,2.0268,INLAND,89591,,94200
-118.41,33.96,32,1044,219,567,222,4.1471,<1H OCEAN,300559.01,,284400
-119.76,36.8,20,6257,1346,2795,1267,2.2094,INLAND,83672,,83700
-117.18,32.83,31,1772,353,1090,350,3.9265,NEAR OCEAN,180043,,162000
-117.9,34.01,27,1702,381,2091,352,3.7917,<1H OCEAN,143860,,131100
-122.04,37.36,26,3298,460,1241,472,6.8753,<1H OCEAN,404818.03,,403000
-118.46,34.04,17,2729,897,1404,758,3.1235,<1H OCEAN,381998,,420800
-122.2,39.93,9,1296,287,768,260,1.9191,INLAND,69750,,54400
-117.77,33.51,29,3590,772,1070,603,4.4464,<1H OCEAN,406112.59,,500001
-121.99,37.26,17,4034,611,1158,560,8.2069,<1H OCEAN,418574,,442500
-117.38,33.14,14,5039,1373,1298,696,3.209,NEAR OCEAN,299537.01,,313300
-119.76,36.75,39,2233,563,2031,491,1.8641,INLAND,54574,,50800
-117.39,33.69,5,6529,997,3464,1006,5.3275,<1H OCEAN,195669,,168700
-117.05,34.02,21,3098,646,1351,614,2.598,INLAND,102678,,106700
-121.42,38.62,33,3171,832,1591,695,2.0786,INLAND,86088,,88600
-117.93,34.05,32,3055,623,1902,565,4.2926,<1H OCEAN,195259.01,,190700
-122.41,37.8,30,1821,738,1648,684,0.8836,NEAR BAY,383274.11,,450000
-122.11,37.67,36,2110,389,952,370,3.8,NEAR BAY,184173,,187500
-119.61,36.56,34,1911,497,1886,481,1.625,INLAND,52778,,53000
-118.01,34.06,26,557,153,455,196,2.7721,INLAND,153712,,155400
-118.19,33.99,37,2073,614,2544,598,2.9054,<1H OCEAN,153011,,156300
-118.31,34.03,46,2173,510,1343,476,2.025,<1H OCEAN,137187,,135500
-122.04,37.66,23,2419,348,1066,384,6.3501,NEAR BAY,331986.02,,350000
-122.07,37.06,31,1634,370,939,332,3.8625,NEAR OCEAN,246538,,232300
-121.65,37.12,14,4721,999,2648,888,3.6895,<1H OCEAN,220618,,239300
-122.37,37.59,39,4645,1196,2156,1113,3.4412,NEAR OCEAN,336286.02,,353800
-118.4,33.96,43,2416,454,1028,409,5.6732,<1H OCEAN,364145.12,,330700
-118.32,33.34,52,996,264,341,160,2.7361,ISLAND,411160.05,,450000
-118.88,35.34,20,1351,255,762,253,2.1111,INLAND,92673,,105300
-118.4,33.87,40,1679,372,719,385,6.435,<1H OCEAN,454983.11,,479500
-121.37,38.68,34,1086,187,663,190,3.3074,INLAND,96799,,84200
-122.1,37.39,36,1860,367,794,366,5.0871,NEAR BAY,367358.03,,354500
-119.81,36.78,36,1650,313,660,298,3,INLAND,79419,,79700
-117.16,33.54,4,4952,1000,2912,943,3.7538,<1H OCEAN,168477,,147500
-117.95,33.78,32,2296,560,1376,532,3.7303,<1H OCEAN,191091,,188500
-122.18,37.46,40,2529,293,831,258,15.0001,NEAR BAY,500001,,500001
-118.32,33.97,46,1504,270,814,306,4.3919,<1H OCEAN,172680,,157100
-117.99,33.88,25,3401,509,1503,498,6.6704,<1H OCEAN,269695.02,,240600
-118.26,34.23,33,1805,303,838,301,5.4306,<1H OCEAN,307605,,326600
-120.97,37.67,31,1648,293,792,294,2.4,INLAND,117705,,121500
-117.81,34.01,12,9197,1642,4332,1554,4.9589,<1H OCEAN,261018,,282100
-118.51,34.19,38,2182,409,1141,379,4.2865,<1H OCEAN,224766,,221100
-118.17,33.77,45,2508,797,1340,720,2.6786,NEAR OCEAN,195768,,191100
-117.19,33.9,3,21060,3366,9623,2812,4.189,INLAND,152809,,143000
-121.01,37.61,5,3655,696,2316,647,3.4703,INLAND,131056,,129300
-119.69,34.42,17,1826,544,1325,532,1.2762,<1H OCEAN,242373,,253600
-118.27,33.93,41,570,135,466,121,2.6458,<1H OCEAN,99371,,91300
-117.81,33.73,19,5471,1345,2828,1247,3.5719,<1H OCEAN,231843,,252800
-118.9,34.3,13,5591,1013,3188,971,5.5925,<1H OCEAN,226942,,208600
-117.14,32.76,24,3523,991,1775,873,2.1273,NEAR OCEAN,141326,,142300
-117.27,34.42,9,5643,1005,3166,957,3.2077,INLAND,101574,,93300
-122.06,37.35,31,1795,281,872,282,8.0599,<1H OCEAN,423655.35,,381800
-118.12,33.83,44,1712,314,691,293,4.3594,<1H OCEAN,225202,,221300
-118.84,34.11,12,7508,1058,2484,965,5.8788,NEAR OCEAN,478117.86,,500001
-120.6,35.11,17,2495,524,1292,501,2.2625,<1H OCEAN,150541,,153000
-119.77,36.76,40,2009,519,2219,505,1.2101,INLAND,50552,,49100
-117.81,33.84,17,4343,515,1605,484,10.5981,<1H OCEAN,468653.28,,460100
-117.05,32.68,19,1469,275,1010,292,3.5664,NEAR OCEAN,145167,,150400
-117.94,33.92,32,1053,207,1038,222,4.6696,<1H OCEAN,168333,,165500
-119.63,34.42,42,1765,263,753,260,8.5608,<1H OCEAN,497804.99,,500001
-121.56,39.51,47,1064,245,603,190,1.3654,INLAND,58116,,57900
-117.96,33.83,34,982,148,498,156,6.3214,<1H OCEAN,242012.01,,220800
-118.16,34.09,36,3334,920,2881,800,2.1696,<1H OCEAN,179490,,170800
-117.06,32.81,17,3939,550,1694,553,6.7927,<1H OCEAN,275766.04,,234700
-119.83,34.44,35,796,281,567,257,2.1389,NEAR OCEAN,243720,,260000
-118.44,34.22,39,1529,344,913,314,3.325,<1H OCEAN,190187,,178200
-122,38.83,26,272,49,194,52,3.4187,INLAND,108577,,98400
